field_id,year,crop_id,target_yield_t_ha,dataset_tag,subset_tag,model_pred_oof_t_ha,model_pred_train_t_ha
229,2016,40.0,15.335,phases,allcrops,16.617240784272315,15.461847964229863
229,2017,40.0,23.881,phases,allcrops,22.397346000044045,23.099224692098716
229,2018,16.0,28.837,phases,allcrops,17.287452985710885,30.471294894012967
229,2019,36.0,16.983,phases,allcrops,22.187861330910735,16.431751253622533
229,2020,44.0,22.21,phases,allcrops,20.82411323811962,21.56824233820836
229,2021,44.0,24.469,phases,allcrops,24.29277682378467,25.295297725726872
229,2022,43.0,26.656,phases,allcrops,20.136844976802653,25.23510944412214
229,2023,44.0,20.76,phases,allcrops,21.68782867253158,21.519669039238185
229,2024,40.0,20.838,phases,allcrops,23.340008589910052,22.18012229695699
229,2025,43.0,31.488,phases,allcrops,31.809306063174354,29.64623635595317
230,2010,40.0,25.814,phases,allcrops,22.839690257589766,24.975090127344597
230,2011,40.0,17.643,phases,allcrops,24.437569208177123,20.029321088991864
230,2012,40.0,22.159,phases,allcrops,24.931990945615816,22.05855152023152
